Timestamp,MachineId,Load,VelRMS1 mm/s,VelRMS2 mm/s,AccRMS1 g,AccRMS2 g,Time
1631620800.0,995,,,,,,9-14-2021 14:00:00
1631620860.0,995,,3.89,,0.927,,9-14-2021 14:01:00
1631620920.0,995,,4.05,,0.924,,9-14-2021 14:02:00
1631620980.0,995,,3.93,1.15,0.917,0.929,9-14-2021 14:03:00
1631621040.0,995,,,1.08,,0.93,9-14-2021 14:04:00
1631621100.0,995,,,1.09,,0.935,9-14-2021 14:05:00
1631621160.0,995,,,,,,9-14-2021 14:06:00
1631621220.0,995,,4.04,,0.924,,9-14-2021 14:07:00
1631621280.0,995,,4.05,,0.921,,9-14-2021 14:08:00
1631621340.0,995,,3.95,1.1,0.93,0.938,9-14-2021 14:09:00
1631621400.0,995,,,1.1,,0.94,9-14-2021 14:10:00
1631621460.0,995,,,1.06,,0.946,9-14-2021 14:11:00
1631621520.0,995,,,,,,9-14-2021 14:12:00
1631621580.0,995,,4.11,,0.927,,9-14-2021 14:13:00
1631621640.0,995,,3.92,,0.924,,9-14-2021 14:14:00
1631621700.0,995,,4.08,1.13,0.924,0.933,9-14-2021 14:15:00
1631621760.0,995,,,1.1,,0.937,9-14-2021 14:16:00
1631621820.0,995,,,1.09,,0.926,9-14-2021 14:17:00
1631621880.0,995,,,,,,9-14-2021 14:18:00
1631621940.0,995,,3.94,,0.923,,9-14-2021 14:19:00
1631622000.0,995,,4.02,,0.92,,9-14-2021 14:20:00
1631622060.0,995,,4.07,,0.918,,9-14-2021 14:21:00
1631622120.0,995,,,1.07,,0.942,9-14-2021 14:22:00
1631622180.0,995,,,1.08,,0.935,9-14-2021 14:23:00
1631622240.0,995,,,1.08,,0.941,9-14-2021 14:24:00
1631622300.0,995,,,,,,9-14-2021 14:25:00
1631622360.0,995,,3.98,,0.928,,9-14-2021 14:26:00
1631622420.0,995,,3.96,,0.922,,9-14-2021 14:27:00
1631622480.0,995,,4.05,1.12,0.925,0.931,9-14-2021 14:28:00
1631622540.0,995,,,1.1,,0.934,9-14-2021 14:29:00
1631622600.0,995,,,1.1,,0.932,9-14-2021 14:30:00
1631622660.0,995,,,,,,9-14-2021 14:31:00
1631622720.0,995,,4.0,,0.916,,9-14-2021 14:32:00
1631622780.0,995,,3.96,,0.918,,9-14-2021 14:33:00
1631622840.0,995,,4.06,1.08,0.918,0.928,9-14-2021 14:34:00
1631622900.0,995,,,1.11,,0.932,9-14-2021 14:35:00
1631622960.0,995,,,1.05,,0.936,9-14-2021 14:36:00
1631623020.0,995,,,,,,9-14-2021 14:37:00
1631623080.0,995,,3.97,,0.91,,9-14-2021 14:38:00
1631623140.0,995,,4.11,,0.915,,9-14-2021 14:39:00
1631623200.0,995,,4.1,1.08,0.917,0.936,9-14-2021 14:40:00
1631623260.0,995,,,1.07,,0.935,9-14-2021 14:41:00
1631623320.0,995,,,1.15,,0.936,9-14-2021 14:42:00
1631623380.0,995,,,,,,9-14-2021 14:43:00
1631623440.0,995,,3.97,,0.914,,9-14-2021 14:44:00
1631623500.0,995,,3.95,,0.911,,9-14-2021 14:45:00
1631623560.0,995,,3.9,1.11,0.913,0.928,9-14-2021 14:46:00
1631623620.0,995,,,1.08,,0.947,9-14-2021 14:47:00
1631623680.0,995,,,1.11,,0.934,9-14-2021 14:48:00
1631623740.0,995,,,,,,9-14-2021 14:49:00
1631623800.0,995,,4.11,,0.934,,9-14-2021 14:50:00
1631623860.0,995,,4.11,,0.93,,9-14-2021 14:51:00
1631623920.0,995,,4.06,1.11,0.928,0.924,9-14-2021 14:52:00
1631623980.0,995,,,1.07,,0.933,9-14-2021 14:53:00
1631624040.0,995,,,1.12,,0.936,9-14-2021 14:54:00
1631624100.0,995,,,,,,9-14-2021 14:55:00
1631624160.0,995,,4.03,,0.918,,9-14-2021 14:56:00
1631624220.0,995,,4.08,,0.916,,9-14-2021 14:57:00
1631624280.0,995,,4.11,1.1,0.922,0.923,9-14-2021 14:58:00
1631624340.0,995,,,1.07,,0.93,9-14-2021 14:59:00
1631624400.0,995,,,1.09,,0.941,9-14-2021 15:00:00
1631624460.0,995,,,,,,9-14-2021 15:01:00
1631624520.0,995,,3.93,,0.918,,9-14-2021 15:02:00
1631624580.0,995,,4.15,,0.92,,9-14-2021 15:03:00
1631624640.0,995,,3.94,1.12,0.92,0.928,9-14-2021 15:04:00
1631624700.0,995,,,1.08,,0.937,9-14-2021 15:05:00
1631624760.0,995,,,1.09,,0.941,9-14-2021 15:06:00
1631624820.0,995,,,,,,9-14-2021 15:07:00
1631624880.0,995,,4.0,,0.917,,9-14-2021 15:08:00
1631624940.0,995,,3.98,,0.918,,9-14-2021 15:09:00
1631625000.0,995,,3.97,,0.918,,9-14-2021 15:10:00
1631625060.0,995,,4.01,1.1,0.917,0.934,9-14-2021 15:11:00
1631625120.0,995,,,1.13,,0.947,9-14-2021 15:12:00
1631625180.0,995,,,1.13,,0.931,9-14-2021 15:13:00
1631625240.0,995,,,,,,9-14-2021 15:14:00
1631625300.0,995,,4.03,,0.924,,9-14-2021 15:15:00
1631625360.0,995,,4.09,,0.913,,9-14-2021 15:16:00
1631625420.0,995,,4.02,1.08,0.912,0.923,9-14-2021 15:17:00
1631625480.0,995,,,1.11,,0.931,9-14-2021 15:18:00
1631625540.0,995,,,1.09,,0.926,9-14-2021 15:19:00
1631625600.0,995,,,,,,9-14-2021 15:20:00
1631625660.0,995,,4.04,,0.927,,9-14-2021 15:21:00
1631625720.0,995,,3.92,,0.931,,9-14-2021 15:22:00
1631625780.0,995,,4.1,1.1,0.915,0.934,9-14-2021 15:23:00
1631625840.0,995,,,1.09,,0.936,9-14-2021 15:24:00
1631625900.0,995,,,1.12,,0.936,9-14-2021 15:25:00
1631625960.0,995,,,,,,9-14-2021 15:26:00
1631626020.0,995,,3.87,,0.924,,9-14-2021 15:27:00
1631626080.0,995,,4.1,,0.917,,9-14-2021 15:28:00
1631626140.0,995,,4.06,1.11,0.916,0.936,9-14-2021 15:29:00
1631626200.0,995,,,1.08,,0.941,9-14-2021 15:30:00
1631626260.0,995,,,1.11,,0.944,9-14-2021 15:31:00
1631626320.0,995,,,,,,9-14-2021 15:32:00
1631626380.0,995,,3.95,,0.924,,9-14-2021 15:33:00
1631626440.0,995,,4.0,,0.924,,9-14-2021 15:34:00
1631626500.0,995,,4.09,1.15,0.922,0.937,9-14-2021 15:35:00
1631626560.0,995,,,1.1,,0.92,9-14-2021 15:36:00
1631626620.0,995,,,1.08,,0.924,9-14-2021 15:37:00
1631626680.0,995,,,,,,9-14-2021 15:38:00
1631626740.0,995,,3.99,,0.927,,9-14-2021 15:39:00
1631626800.0,995,,4.1,,0.919,,9-14-2021 15:40:00
1631626860.0,995,,4.04,1.13,0.922,0.946,9-14-2021 15:41:00
1631626920.0,995,,,1.11,,0.959,9-14-2021 15:42:00
1631626980.0,995,,,1.13,,0.946,9-14-2021 15:43:00
1631627040.0,995,,,,,,9-14-2021 15:44:00
1631627100.0,995,,4.01,,0.925,,9-14-2021 15:45:00
1631627160.0,995,,4.14,,0.927,,9-14-2021 15:46:00
1631627220.0,995,,4.12,,0.927,,9-14-2021 15:47:00
1631627280.0,995,,,1.06,,0.932,9-14-2021 15:48:00
1631627340.0,995,,,1.07,,0.93,9-14-2021 15:49:00
1631627400.0,995,,,1.04,,0.938,9-14-2021 15:50:00
1631627460.0,995,,,,,,9-14-2021 15:51:00
1631627520.0,995,,4.08,,0.925,,9-14-2021 15:52:00
1631627580.0,995,,3.97,,0.926,,9-14-2021 15:53:00
1631627640.0,995,,3.99,1.05,0.924,0.951,9-14-2021 15:54:00
1631627700.0,995,,,1.14,,0.941,9-14-2021 15:55:00
1631627760.0,995,,,1.12,,0.946,9-14-2021 15:56:00
1631627820.0,995,,,,,,9-14-2021 15:57:00
1631627880.0,995,,4.15,,0.925,,9-14-2021 15:58:00
1631627940.0,995,,4.14,,0.931,,9-14-2021 15:59:00
1631628000.0,995,,4.02,1.05,0.929,0.931,9-14-2021 16:00:00
1631628060.0,995,,,1.06,,0.928,9-14-2021 16:01:00
1631628120.0,995,,,1.1,,0.925,9-14-2021 16:02:00
1631628180.0,995,,,,,,9-14-2021 16:03:00
1631628240.0,995,,4.02,,0.919,,9-14-2021 16:04:00
1631628300.0,995,,4.07,,0.922,,9-14-2021 16:05:00
1631628360.0,995,,4.08,1.07,0.922,0.945,9-14-2021 16:06:00
1631628420.0,995,,,1.06,,0.946,9-14-2021 16:07:00
1631628480.0,995,,,1.09,,0.943,9-14-2021 16:08:00
1631628540.0,995,,,,,,9-14-2021 16:09:00
1631628600.0,995,,4.14,,0.928,,9-14-2021 16:10:00
1631628660.0,995,,4.11,,0.926,,9-14-2021 16:11:00
1631628720.0,995,,3.99,1.08,0.924,0.947,9-14-2021 16:12:00
1631628780.0,995,,,1.11,,0.942,9-14-2021 16:13:00
1631628840.0,995,,,1.08,,0.931,9-14-2021 16:14:00
1631628900.0,995,,,,,,9-14-2021 16:15:00
1631628960.0,995,,4.05,,0.924,,9-14-2021 16:16:00
1631629020.0,995,,3.98,,0.925,,9-14-2021 16:17:00
1631629080.0,995,,4.08,1.08,0.924,0.931,9-14-2021 16:18:00
1631629140.0,995,,,1.11,,0.926,9-14-2021 16:19:00
1631629200.0,995,,,1.1,,0.942,9-14-2021 16:20:00
1631629260.0,995,,,,,,9-14-2021 16:21:00
1631629320.0,995,,3.97,,0.926,,9-14-2021 16:22:00
1631629380.0,995,,4.07,,0.922,,9-14-2021 16:23:00
1631629440.0,995,,4.05,1.09,0.923,0.965,9-14-2021 16:24:00
1631629500.0,995,,,1.08,,0.955,9-14-2021 16:25:00
1631629560.0,995,,,1.07,,0.963,9-14-2021 16:26:00
1631629620.0,995,,,,,,9-14-2021 16:27:00
1631629680.0,995,,4.03,,0.923,,9-14-2021 16:28:00
1631629740.0,995,,4.14,,0.93,,9-14-2021 16:29:00
1631629800.0,995,,4.15,1.08,0.924,0.957,9-14-2021 16:30:00
1631629860.0,995,,,1.09,,0.949,9-14-2021 16:31:00
1631629920.0,995,,,1.12,,0.942,9-14-2021 16:32:00
1631629980.0,995,,,,,,9-14-2021 16:33:00
1631630040.0,995,,3.93,,0.927,,9-14-2021 16:34:00
1631630100.0,995,,4.05,,0.93,,9-14-2021 16:35:00
1631630160.0,995,,4.09,,0.923,,9-14-2021 16:36:00
1631630220.0,995,,3.85,1.09,0.926,0.94,9-14-2021 16:37:00
1631630280.0,995,,,1.17,,0.907,9-14-2021 16:38:00
1631630340.0,995,,,1.09,,0.9,9-14-2021 16:39:00
1631630400.0,995,,,,,,9-14-2021 16:40:00
1631630460.0,995,,4.07,,0.924,,9-14-2021 16:41:00
1631630520.0,995,,3.91,,0.925,,9-14-2021 16:42:00
1631630580.0,995,,3.98,1.1,0.922,0.924,9-14-2021 16:43:00
1631630640.0,995,,,1.1,,0.929,9-14-2021 16:44:00
1631630700.0,995,,,1.11,,0.923,9-14-2021 16:45:00
1631630760.0,995,,,,,,9-14-2021 16:46:00
1631630820.0,995,,4.1,,0.924,,9-14-2021 16:47:00
1631630880.0,995,,4.05,,0.925,,9-14-2021 16:48:00
1631630940.0,995,,3.91,1.09,0.919,0.926,9-14-2021 16:49:00
1631631000.0,995,,,1.09,,0.939,9-14-2021 16:50:00
1631631060.0,995,,,1.11,,0.93,9-14-2021 16:51:00
1631631120.0,995,,,,,,9-14-2021 16:52:00
1631631180.0,995,,3.98,,0.932,,9-14-2021 16:53:00
1631631240.0,995,,4.15,,0.922,,9-14-2021 16:54:00
1631631300.0,995,,3.98,1.1,0.918,0.93,9-14-2021 16:55:00
1631631360.0,995,,,1.12,,0.925,9-14-2021 16:56:00
1631631420.0,995,,,1.05,,0.934,9-14-2021 16:57:00
1631631480.0,995,,,,,,9-14-2021 16:58:00
1631631540.0,995,,4.01,,0.923,,9-14-2021 16:59:00
1631631600.0,995,,4.02,,0.92,,9-14-2021 17:00:00
1631631660.0,995,,4.0,1.09,0.915,0.926,9-14-2021 17:01:00
1631631720.0,995,,,1.05,,0.932,9-14-2021 17:02:00
1631631780.0,995,,,1.12,,0.925,9-14-2021 17:03:00
1631631840.0,995,,,,,,9-14-2021 17:04:00
1631631900.0,995,,4.1,,0.929,,9-14-2021 17:05:00
1631631960.0,995,,4.09,,0.917,,9-14-2021 17:06:00
1631632020.0,995,,4.2,1.1,0.919,0.92,9-14-2021 17:07:00
1631632080.0,995,,,1.09,,0.922,9-14-2021 17:08:00
1631632140.0,995,,,1.12,,0.929,9-14-2021 17:09:00
1631632200.0,995,,,,,,9-14-2021 17:10:00
1631632260.0,995,,4.02,,0.927,,9-14-2021 17:11:00
1631632320.0,995,,3.88,,0.925,,9-14-2021 17:12:00
1631632380.0,995,,3.87,,0.918,,9-14-2021 17:13:00
1631632440.0,995,,,1.11,,0.923,9-14-2021 17:14:00
1631632500.0,995,,,1.12,,0.913,9-14-2021 17:15:00
1631632560.0,995,,,1.1,,0.912,9-14-2021 17:16:00
1631632620.0,995,,,,,,9-14-2021 17:17:00
1631632680.0,995,,4.14,,0.921,,9-14-2021 17:18:00
1631632740.0,995,,4.11,,0.919,,9-14-2021 17:19:00
1631632800.0,995,,4.17,1.24,0.925,0.832,9-14-2021 17:20:00
1631632860.0,995,,,1.1,,0.851,9-14-2021 17:21:00
1631632920.0,995,,,1.1,,0.849,9-14-2021 17:22:00
1631632980.0,995,,,,,,9-14-2021 17:23:00
1631633040.0,995,,3.97,,0.927,,9-14-2021 17:24:00
1631633100.0,995,,4.01,,0.916,,9-14-2021 17:25:00
1631633160.0,995,,4.16,1.1,0.913,0.86,9-14-2021 17:26:00
1631633220.0,995,,,1.09,,0.869,9-14-2021 17:27:00
1631633280.0,995,,,1.1,,0.87,9-14-2021 17:28:00
1631633340.0,995,,,,,,9-14-2021 17:29:00
1631633400.0,995,,3.97,,0.912,,9-14-2021 17:30:00
1631633460.0,995,,4.08,,0.918,,9-14-2021 17:31:00
1631633520.0,995,,3.94,1.07,0.916,0.902,9-14-2021 17:32:00
1631633580.0,995,,,1.17,,0.82,9-14-2021 17:33:00
1631633640.0,995,,,1.18,,0.794,9-14-2021 17:34:00
1631633700.0,995,,,,,,9-14-2021 17:35:00
1631633760.0,995,,4.51,,0.904,,9-14-2021 17:36:00
1631633820.0,995,,4.5,,0.924,,9-14-2021 17:37:00
1631633880.0,995,,4.29,1.25,0.978,0.702,9-14-2021 17:38:00
1631633940.0,995,,,1.17,,0.721,9-14-2021 17:39:00
1631634000.0,995,,,1.16,,0.694,9-14-2021 17:40:00
1631634060.0,995,,,,,,9-14-2021 17:41:00
1631634120.0,995,,4.54,,0.992,,9-14-2021 17:42:00
1631634180.0,995,,4.66,,0.922,,9-14-2021 17:43:00
1631634240.0,995,,4.46,1.19,0.945,0.683,9-14-2021 17:44:00
1631634300.0,995,,,1.17,,0.684,9-14-2021 17:45:00
1631634360.0,995,,,1.16,,0.707,9-14-2021 17:46:00
1631634420.0,995,,,,,,9-14-2021 17:47:00
1631634480.0,995,,4.55,,0.955,,9-14-2021 17:48:00
1631634540.0,995,,4.5,,0.939,,9-14-2021 17:49:00
1631634600.0,995,,4.65,1.26,0.948,0.675,9-14-2021 17:50:00
1631634660.0,995,,,1.19,,0.669,9-14-2021 17:51:00
1631634720.0,995,,,1.23,,0.674,9-14-2021 17:52:00
1631634780.0,995,,,,,,9-14-2021 17:53:00
1631634840.0,995,,4.3,,0.912,,9-14-2021 17:54:00
1631634900.0,995,,4.87,,0.962,,9-14-2021 17:55:00
1631634960.0,995,,4.8,1.26,0.962,0.676,9-14-2021 17:56:00
1631635020.0,995,,,1.28,,0.659,9-14-2021 17:57:00
1631635080.0,995,,,1.19,,0.666,9-14-2021 17:58:00
1631635140.0,995,,,,,,9-14-2021 17:59:00
1631635200.0,995,,4.8,,0.996,,9-14-2021 18:00:00
1631635260.0,995,,4.47,,0.964,,9-14-2021 18:01:00
1631635320.0,995,,4.53,,0.942,,9-14-2021 18:02:00
1631635380.0,995,,4.55,1.22,0.985,0.65,9-14-2021 18:03:00
1631635440.0,995,,,1.11,,0.688,9-14-2021 18:04:00
1631635500.0,995,,,1.16,,0.683,9-14-2021 18:05:00
1631635560.0,995,,,,,,9-14-2021 18:06:00
1631635620.0,995,,4.24,,0.898,,9-14-2021 18:07:00
1631635680.0,995,,4.19,,0.913,,9-14-2021 18:08:00
1631635740.0,995,,4.23,1.14,0.911,0.698,9-14-2021 18:09:00
1631635800.0,995,,,1.09,,0.698,9-14-2021 18:10:00
1631635860.0,995,,,1.16,,0.699,9-14-2021 18:11:00
1631635920.0,995,,,,,,9-14-2021 18:12:00
1631635980.0,995,,4.21,,0.932,,9-14-2021 18:13:00
1631636040.0,995,,4.19,,0.92,,9-14-2021 18:14:00
1631636100.0,995,,4.28,1.12,0.921,0.702,9-14-2021 18:15:00
1631636160.0,995,,,1.11,,0.702,9-14-2021 18:16:00
1631636220.0,995,,,1.14,,0.702,9-14-2021 18:17:00
1631636280.0,995,,,,,,9-14-2021 18:18:00
1631636340.0,995,,4.1,,0.916,,9-14-2021 18:19:00
1631636400.0,995,,4.19,,0.917,,9-14-2021 18:20:00
1631636460.0,995,,4.12,1.12,0.92,0.708,9-14-2021 18:21:00
1631636520.0,995,,,1.13,,0.702,9-14-2021 18:22:00
1631636580.0,995,,,1.13,,0.713,9-14-2021 18:23:00
1631636640.0,995,,,,,,9-14-2021 18:24:00
1631636700.0,995,,4.17,,0.913,,9-14-2021 18:25:00
1631636760.0,995,,4.13,,0.913,,9-14-2021 18:26:00
1631636820.0,995,,4.06,1.12,0.922,0.716,9-14-2021 18:27:00
1631636880.0,995,,,1.29,,0.694,9-14-2021 18:28:00
1631636940.0,995,,,1.18,,0.683,9-14-2021 18:29:00
1631637000.0,995,,,,,,9-14-2021 18:30:00
1631637060.0,995,,4.38,,0.948,,9-14-2021 18:31:00
1631637120.0,995,,4.36,,0.963,,9-14-2021 18:32:00
1631637180.0,995,,4.55,1.34,0.941,0.678,9-14-2021 18:33:00
1631637240.0,995,,,1.1,,0.768,9-14-2021 18:34:00
1631637300.0,995,,,1.15,,0.73,9-14-2021 18:35:00
1631637360.0,995,,,,,,9-14-2021 18:36:00
1631637420.0,995,,4.1,,0.903,,9-14-2021 18:37:00
1631637480.0,995,,4.13,,0.901,,9-14-2021 18:38:00
1631637540.0,995,,4.1,,0.909,,9-14-2021 18:39:00
1631637600.0,995,,,1.1,,0.768,9-14-2021 18:40:00
1631637660.0,995,,,1.11,,0.77,9-14-2021 18:41:00
1631637720.0,995,,,1.21,,0.767,9-14-2021 18:42:00
1631637780.0,995,,,,,,9-14-2021 18:43:00
1631637840.0,995,,4.04,,0.909,,9-14-2021 18:44:00
1631637900.0,995,,4.09,,0.914,,9-14-2021 18:45:00
1631637960.0,995,,4.15,1.1,0.911,0.714,9-14-2021 18:46:00
1631638020.0,995,,,1.1,,0.714,9-14-2021 18:47:00
1631638080.0,995,,,1.13,,0.711,9-14-2021 18:48:00
1631638140.0,995,,,,,,9-14-2021 18:49:00
1631638200.0,995,,4.11,,0.909,,9-14-2021 18:50:00
1631638260.0,995,,4.03,,0.913,,9-14-2021 18:51:00
1631638320.0,995,,4.11,1.11,0.911,0.724,9-14-2021 18:52:00
1631638380.0,995,,,1.07,,0.726,9-14-2021 18:53:00
1631638440.0,995,,,1.18,,0.727,9-14-2021 18:54:00
1631638500.0,995,,,,,,9-14-2021 18:55:00
1631638560.0,995,,4.1,,0.911,,9-14-2021 18:56:00
1631638620.0,995,,4.14,,0.91,,9-14-2021 18:57:00
1631638680.0,995,,4.13,1.11,0.91,0.735,9-14-2021 18:58:00
1631638740.0,995,,,1.1,,0.739,9-14-2021 18:59:00
1631638800.0,995,,,1.11,,0.74,9-14-2021 19:00:00
1631638860.0,995,,,,,,9-14-2021 19:01:00
1631638920.0,995,,4.1,,0.915,,9-14-2021 19:02:00
1631638980.0,995,,4.18,,0.914,,9-14-2021 19:03:00
1631639040.0,995,,4.1,1.14,0.913,0.752,9-14-2021 19:04:00
1631639100.0,995,,,1.11,,0.755,9-14-2021 19:05:00
1631639160.0,995,,,1.11,,0.76,9-14-2021 19:06:00
1631639220.0,995,,,,,,9-14-2021 19:07:00
1631639280.0,995,,4.01,,0.917,,9-14-2021 19:08:00
1631639340.0,995,,4.08,,0.913,,9-14-2021 19:09:00
1631639400.0,995,,4.18,1.14,0.911,0.77,9-14-2021 19:10:00
1631639460.0,995,,,1.11,,0.772,9-14-2021 19:11:00
1631639520.0,995,,,1.06,,0.771,9-14-2021 19:12:00
1631639580.0,995,,,,,,9-14-2021 19:13:00
1631639640.0,995,,4.06,,0.903,,9-14-2021 19:14:00
1631639700.0,995,,3.98,,0.914,,9-14-2021 19:15:00
1631639760.0,995,,3.95,1.13,0.908,0.796,9-14-2021 19:16:00
1631639820.0,995,,,1.1,,0.793,9-14-2021 19:17:00
1631639880.0,995,,,1.09,,0.795,9-14-2021 19:18:00
1631639940.0,995,,,,,,9-14-2021 19:19:00
1631640000.0,995,,4.14,,0.906,,9-14-2021 19:20:00
1631640060.0,995,,4.06,,0.915,,9-14-2021 19:21:00
1631640120.0,995,,4.13,1.07,0.913,0.811,9-14-2021 19:22:00
1631640180.0,995,,,1.13,,0.799,9-14-2021 19:23:00
1631640240.0,995,,,1.12,,0.81,9-14-2021 19:24:00
1631640300.0,995,,,,,,9-14-2021 19:25:00
1631640360.0,995,,3.92,,0.911,,9-14-2021 19:26:00
1631640420.0,995,,4.06,,0.904,,9-14-2021 19:27:00
1631640480.0,995,,4.06,,0.907,,9-14-2021 19:28:00
1631640540.0,995,,4.06,1.23,0.907,0.794,9-14-2021 19:29:00
1631640600.0,995,,,1.09,,0.777,9-14-2021 19:30:00
1631640660.0,995,,,1.11,,0.777,9-14-2021 19:31:00
1631640720.0,995,,,,,,9-14-2021 19:32:00
1631640780.0,995,,4.11,,0.909,,9-14-2021 19:33:00
1631640840.0,995,,4.11,,0.907,,9-14-2021 19:34:00
1631640900.0,995,,4.13,1.06,0.905,0.8,9-14-2021 19:35:00
1631640960.0,995,,,1.13,,0.809,9-14-2021 19:36:00
1631641020.0,995,,,1.12,,0.815,9-14-2021 19:37:00
1631641080.0,995,,,,,,9-14-2021 19:38:00
1631641140.0,995,,4.09,,0.911,,9-14-2021 19:39:00
1631641200.0,995,,4.08,,0.914,,9-14-2021 19:40:00
1631641260.0,995,,3.93,1.18,0.9,0.822,9-14-2021 19:41:00
1631641320.0,995,,,1.14,,0.825,9-14-2021 19:42:00
1631641380.0,995,,,1.09,,0.827,9-14-2021 19:43:00
1631641440.0,995,,,,,,9-14-2021 19:44:00
1631641500.0,995,,4.09,,0.907,,9-14-2021 19:45:00
1631641560.0,995,,3.97,,0.907,,9-14-2021 19:46:00
1631641620.0,995,,3.89,1.11,0.906,0.842,9-14-2021 19:47:00
1631641680.0,995,,,1.08,,0.839,9-14-2021 19:48:00
1631641740.0,995,,,1.09,,0.84,9-14-2021 19:49:00
1631641800.0,995,,,,,,9-14-2021 19:50:00
1631641860.0,995,,4.09,,0.907,,9-14-2021 19:51:00
1631641920.0,995,,4.1,,0.91,,9-14-2021 19:52:00
1631641980.0,995,,4.04,1.08,0.911,0.854,9-14-2021 19:53:00
1631642040.0,995,,,1.09,,0.859,9-14-2021 19:54:00
1631642100.0,995,,,1.08,,0.857,9-14-2021 19:55:00
1631642160.0,995,,,,,,9-14-2021 19:56:00
1631642220.0,995,,4.04,,0.904,,9-14-2021 19:57:00
1631642280.0,995,,4.07,,0.917,,9-14-2021 19:58:00
1631642340.0,995,,4.03,1.07,0.91,0.859,9-14-2021 19:59:00
1631642400.0,995,,,1.11,,0.855,9-14-2021 20:00:00
1631642460.0,995,,,1.09,,0.859,9-14-2021 20:01:00
1631642520.0,995,,,,,,9-14-2021 20:02:00
1631642580.0,995,,4.19,,0.905,,9-14-2021 20:03:00
1631642640.0,995,,4.01,,0.907,,9-14-2021 20:04:00
1631642700.0,995,,4.01,,0.905,,9-14-2021 20:05:00
1631642760.0,995,,,1.1,,0.878,9-14-2021 20:06:00
1631642820.0,995,,,1.06,,0.878,9-14-2021 20:07:00
1631642880.0,995,,,1.11,,0.878,9-14-2021 20:08:00
1631642940.0,995,,,,,,9-14-2021 20:09:00
1631643000.0,995,,3.91,,0.911,,9-14-2021 20:10:00
1631643060.0,995,,4.02,,0.913,,9-14-2021 20:11:00
1631643120.0,995,,4.08,1.07,0.916,0.89,9-14-2021 20:12:00
1631643180.0,995,,,1.11,,0.893,9-14-2021 20:13:00
1631643240.0,995,,,1.06,,0.892,9-14-2021 20:14:00
1631643300.0,995,,,,,,9-14-2021 20:15:00
1631643360.0,995,,4.02,,0.916,,9-14-2021 20:16:00
1631643420.0,995,,3.98,,0.912,,9-14-2021 20:17:00
1631643480.0,995,,4.0,1.12,0.911,0.885,9-14-2021 20:18:00
1631643540.0,995,,,1.06,,0.896,9-14-2021 20:19:00
1631643600.0,995,,,1.05,,0.893,9-14-2021 20:20:00
1631643660.0,995,,,,,,9-14-2021 20:21:00
1631643720.0,995,,4.02,,0.925,,9-14-2021 20:22:00
1631643780.0,995,,4.13,,0.92,,9-14-2021 20:23:00
1631643840.0,995,,4.02,1.08,0.915,0.913,9-14-2021 20:24:00
1631643900.0,995,,,1.09,,0.913,9-14-2021 20:25:00
1631643960.0,995,,,1.09,,0.911,9-14-2021 20:26:00
1631644020.0,995,,,,,,9-14-2021 20:27:00
1631644080.0,995,,3.89,,0.918,,9-14-2021 20:28:00
1631644140.0,995,,3.98,,0.91,,9-14-2021 20:29:00
1631644200.0,995,,4.17,1.06,0.914,0.896,9-14-2021 20:30:00
1631644260.0,995,,,1.09,,0.894,9-14-2021 20:31:00
1631644320.0,995,,,1.03,,0.903,9-14-2021 20:32:00
1631644380.0,995,,,,,,9-14-2021 20:33:00
1631644440.0,995,,4.02,,0.916,,9-14-2021 20:34:00
1631644500.0,995,,3.95,,0.913,,9-14-2021 20:35:00
1631644560.0,995,,4.02,1.19,0.917,0.859,9-14-2021 20:36:00
1631644620.0,995,,,1.18,,0.803,9-14-2021 20:37:00
1631644680.0,995,,,1.16,,0.78,9-14-2021 20:38:00
1631644740.0,995,,,,,,9-14-2021 20:39:00
1631644800.0,995,,4.42,,0.931,,9-14-2021 20:40:00
1631644860.0,995,,4.31,,0.92,,9-14-2021 20:41:00
1631644920.0,995,,4.36,1.2,0.96,0.728,9-14-2021 20:42:00
1631644980.0,995,,,1.2,,0.719,9-14-2021 20:43:00
1631645040.0,995,,,1.2,,0.719,9-14-2021 20:44:00
1631645100.0,995,,,,,,9-14-2021 20:45:00
1631645160.0,995,,4.21,,0.928,,9-14-2021 20:46:00
1631645220.0,995,,4.59,,0.919,,9-14-2021 20:47:00
1631645280.0,995,,4.59,1.23,0.929,0.725,9-14-2021 20:48:00
1631645340.0,995,,,1.17,,0.687,9-14-2021 20:49:00
1631645400.0,995,,,1.15,,0.687,9-14-2021 20:50:00
1631645460.0,995,,,,,,9-14-2021 20:51:00
1631645520.0,995,,4.44,,0.957,,9-14-2021 20:52:00
1631645580.0,995,,4.48,,0.937,,9-14-2021 20:53:00
1631645640.0,995,,4.68,,0.95,,9-14-2021 20:54:00
1631645700.0,995,,4.45,1.18,0.926,0.69,9-14-2021 20:55:00
1631645760.0,995,,,1.21,,0.692,9-14-2021 20:56:00
1631645820.0,995,,,1.16,,0.67,9-14-2021 20:57:00
1631645880.0,995,,,,,,9-14-2021 20:58:00
1631645940.0,995,,4.69,,0.953,,9-14-2021 20:59:00
1631646000.0,995,,4.63,,0.908,,9-14-2021 21:00:00
1631646060.0,995,,4.59,1.24,0.923,0.696,9-14-2021 21:01:00
1631646120.0,995,,,1.19,,0.653,9-14-2021 21:02:00
